"","status","family","pval","qval","gene_short_name","num_cells_expressed"
"PTGER2","OK","negbinomial.size",6.42721652231595e-09,3.69612686341265e-08,"PTGER2",8811
"NPM3","OK","negbinomial.size",6.43821401724502e-09,3.70135161068642e-08,"NPM3",671
"CYP1B1-AS1","OK","negbinomial.size",6.4731128818219e-09,3.7203101559806e-08,"CYP1B1-AS1",1118
"AP002360.1","OK","negbinomial.size",6.54990669511147e-09,3.76332869983e-08,"AP002360.1",441
"CEBPZOS","OK","negbinomial.size",6.60128073951779e-09,3.79172080934261e-08,"CEBPZOS",4630
"BMP2K","OK","negbinomial.size",6.60888334327809e-09,3.79496158041631e-08,"BMP2K",4757
"DGAT1","OK","negbinomial.size",6.61242151199284e-09,3.79586723628842e-08,"DGAT1",4682
"DNPH1","OK","negbinomial.size",6.6159879945006e-09,3.79678860390004e-08,"DNPH1",2405
"S100A1","OK","negbinomial.size",6.62826993559102e-09,3.80270957745215e-08,"S100A1",31
"Z82215.1","OK","negbinomial.size",6.68310613997891e-09,3.8330336459725e-08,"Z82215.1",1030
"WASHC3","OK","negbinomial.size",6.74099175687575e-09,3.86508819424893e-08,"WASHC3",4034
"LBR","OK","negbinomial.size",6.83710335740791e-09,3.9190349330573e-08,"LBR",8491
"RALA","OK","negbinomial.size",6.84630965028733e-09,3.92315026348762e-08,"RALA",3966
"C11orf80","OK","negbinomial.size",6.95582431123983e-09,3.98472598972091e-08,"C11orf80",470
"NPIPA1","OK","negbinomial.size",7.14840792552684e-09,4.09383823119595e-08,"NPIPA1",705
"ARAP3","OK","negbinomial.size",7.18458377518459e-09,4.11333889784821e-08,"ARAP3",1091
"NUP42","OK","negbinomial.size",7.24947676036547e-09,4.14926438942621e-08,"NUP42",2183
"MADD","OK","negbinomial.size",7.27101969084033e-09,4.16036441488608e-08,"MADD",2336
"AC234772.2","OK","negbinomial.size",7.33256616566606e-09,4.1943405221276e-08,"AC234772.2",2865
"AL109615.3","OK","negbinomial.size",7.42055951471886e-09,4.24342010417764e-08,"AL109615.3",524
"VPS13B-DT","OK","negbinomial.size",7.60496534793425e-09,4.34630393386369e-08,"VPS13B-DT",948
"PLIN3","OK","negbinomial.size",7.60332053491617e-09,4.34630393386369e-08,"PLIN3",7382
"ZNF667-AS1","OK","negbinomial.size",7.61418711089995e-09,4.35028984373348e-08,"ZNF667-AS1",102
"C15orf40","OK","negbinomial.size",7.75532229783478e-09,4.42961858126845e-08,"C15orf40",2651
"PLEKHH3","OK","negbinomial.size",7.81786937833858e-09,4.46402647659292e-08,"PLEKHH3",188
"AC027644.3","OK","negbinomial.size",7.84657177850876e-09,4.47909436498361e-08,"AC027644.3",3970
"HIST1H2AM","OK","negbinomial.size",7.88652245426682e-09,4.50057238052013e-08,"HIST1H2AM",117
"PFDN6","OK","negbinomial.size",7.89144638933373e-09,4.50205504740151e-08,"PFDN6",5019
"APOBEC3H","OK","negbinomial.size",7.89963223268106e-09,4.50539720471442e-08,"APOBEC3H",121
"ZNF131","OK","negbinomial.size",7.9059279780872e-09,4.50765973112913e-08,"ZNF131",4378
"SMIM19","OK","negbinomial.size",7.96430105579459e-09,4.53960469779199e-08,"SMIM19",4140
"PPP1R26","OK","negbinomial.size",7.9884832309226e-09,4.55204798059961e-08,"PPP1R26",434
"MRPL22","OK","negbinomial.size",7.99561459444433e-09,4.55477079766506e-08,"MRPL22",3545
"CORO6","OK","negbinomial.size",8.06214140636303e-09,4.59131718749542e-08,"CORO6",40
"SERTAD2","OK","negbinomial.size",8.06514381282881e-09,4.59167614073316e-08,"SERTAD2",11447
"SMIM10","OK","negbinomial.size",8.08349793838492e-09,4.60077240791876e-08,"SMIM10",257
"DUSP3","OK","negbinomial.size",8.12281841984485e-09,4.62179294982178e-08,"DUSP3",3703
"HOXA2","OK","negbinomial.size",8.19149722504957e-09,4.65950078710798e-08,"HOXA2",34
"NIPBL-DT","OK","negbinomial.size",8.26403148156315e-09,4.69937888920734e-08,"NIPBL-DT",1717
"WASF1","OK","negbinomial.size",8.28063032585877e-09,4.70743498436559e-08,"WASF1",281
"SLC5A3","OK","negbinomial.size",8.35383653705552e-09,4.74765748231896e-08,"SLC5A3",2758
"FBXO21","OK","negbinomial.size",8.40981705246777e-09,4.7780695240569e-08,"FBXO21",1598
"SERTAD3","OK","negbinomial.size",8.43250788160008e-09,4.78955560634192e-08,"SERTAD3",2642
"PTCH2","OK","negbinomial.size",8.44085446322894e-09,4.79288999251166e-08,"PTCH2",5067
"FAM160B2","OK","negbinomial.size",8.50918111739432e-09,4.83027034866281e-08,"FAM160B2",1090
"HOOK2","OK","negbinomial.size",8.62779264031339e-09,4.89616482376272e-08,"HOOK2",1160
"PALM","OK","negbinomial.size",8.65776483991423e-09,4.91173370475439e-08,"PALM",97
"PSMC5","OK","negbinomial.size",8.77682772793709e-09,4.97782169146435e-08,"PSMC5",7607
"ATIC","OK","negbinomial.size",8.83565809540479e-09,5.00971979357793e-08,"ATIC",1488
"KIAA0087","OK","negbinomial.size",8.93289036328329e-09,5.06336628878696e-08,"KIAA0087",52
"NFKBID","OK","negbinomial.size",9.05333506586698e-09,5.13013486153358e-08,"NFKBID",5816
"BZW2","OK","negbinomial.size",9.07592142231559e-09,5.14142847444433e-08,"BZW2",3752
"AL158832.2","OK","negbinomial.size",9.09325751438349e-09,5.1497421212967e-08,"AL158832.2",121
"RIPK3","OK","negbinomial.size",9.10421646581697e-09,5.15444042494352e-08,"RIPK3",882
"MTX2","OK","negbinomial.size",9.16826108433309e-09,5.18766529697268e-08,"MTX2",1152
"AUTS2","OK","negbinomial.size",9.16608618905838e-09,5.18766529697268e-08,"AUTS2",472
"RAB1A","OK","negbinomial.size",9.23716517543926e-09,5.22512584164166e-08,"RAB1A",11332
"ISL2","OK","negbinomial.size",9.36034900408116e-09,5.29325958726261e-08,"ISL2",157
"USF3","OK","negbinomial.size",9.47205197152553e-09,5.35486302607534e-08,"USF3",5222
"P3H1","OK","negbinomial.size",9.52200251802848e-09,5.38153000705043e-08,"P3H1",1292
"ARL2BP","OK","negbinomial.size",9.71775002171618e-09,5.49055712698074e-08,"ARL2BP",5086
"EIF3I","OK","negbinomial.size",9.76439002693071e-09,5.51529902980151e-08,"EIF3I",9847
"SRSF6","OK","negbinomial.size",9.78064962991736e-09,5.52287149610007e-08,"SRSF6",9570
"KMT2E","OK","negbinomial.size",9.84042246602901e-09,5.55500314012609e-08,"KMT2E",12559
"RTL10","OK","negbinomial.size",9.93131814600413e-09,5.60468003942279e-08,"RTL10",338
"NPC1","OK","negbinomial.size",1.0048954931644e-08,5.66941476571943e-08,"NPC1",1491
"NDUFA8","OK","negbinomial.size",1.01365663377472e-08,5.71717699882785e-08,"NDUFA8",3440
"MYCBP2-AS1","OK","negbinomial.size",1.02184730739941e-08,5.76169482357423e-08,"MYCBP2-AS1",473
"POLR3D","OK","negbinomial.size",1.02496729291343e-08,5.77760392805044e-08,"POLR3D",1099
"KRAS","OK","negbinomial.size",1.02946179219414e-08,5.80124946477493e-08,"KRAS",6922
"NSMCE1-DT","OK","negbinomial.size",1.0325722490923e-08,5.81708411690328e-08,"NSMCE1-DT",487
"GPR137B","OK","negbinomial.size",1.03299396107723e-08,5.81776668739362e-08,"GPR137B",1252
"BTN3A1","OK","negbinomial.size",1.0387000818913e-08,5.84820171180044e-08,"BTN3A1",2022
"RIC1","OK","negbinomial.size",1.05147338419804e-08,5.91839787668549e-08,"RIC1",4577
"LINC00482","OK","negbinomial.size",1.0519385238278e-08,5.91929476910895e-08,"LINC00482",1316
"FBXO44","OK","negbinomial.size",1.05664989932703e-08,5.94407791376732e-08,"FBXO44",694
"PLK2","OK","negbinomial.size",1.05844129904268e-08,5.95242539964243e-08,"PLK2",2873
"C11orf21","OK","negbinomial.size",1.07512744766328e-08,6.04381401440761e-08,"C11orf21",3967
"CSNK1D","OK","negbinomial.size",1.07531618874928e-08,6.04381401440761e-08,"CSNK1D",7864
"ZNF124","OK","negbinomial.size",1.09033294438814e-08,6.12643680827905e-08,"ZNF124",2566
"NUCB1","OK","negbinomial.size",1.09390756372136e-08,6.14473845355611e-08,"NUCB1",7999
"ZNF512B","OK","negbinomial.size",1.11544384286897e-08,6.26389511645334e-08,"ZNF512B",420
"CRY2","OK","negbinomial.size",1.11974755228403e-08,6.28623937632307e-08,"CRY2",2448
"GIMAP2","OK","negbinomial.size",1.12185247519761e-08,6.29623031672954e-08,"GIMAP2",5197
"IGSF10","OK","negbinomial.size",1.12304253733692e-08,6.30108243340025e-08,"IGSF10",172
"AL442067.3","OK","negbinomial.size",1.1239409413017e-08,6.3042957985445e-08,"AL442067.3",246
"GALNT4","OK","negbinomial.size",1.12818585102842e-08,6.32627274575813e-08,"GALNT4",3273
"AC010168.2","OK","negbinomial.size",1.1301319209245e-08,6.33535001255011e-08,"AC010168.2",292
"IL16","OK","negbinomial.size",1.14161200514726e-08,6.3978528036003e-08,"IL16",4535
"AL050309.1","OK","negbinomial.size",1.15582071878048e-08,6.4756068461458e-08,"AL050309.1",441
"ITK","OK","negbinomial.size",1.20390200176971e-08,6.7430356042408e-08,"ITK",168
"AP3S1","OK","negbinomial.size",1.22723638515154e-08,6.87174275596713e-08,"AP3S1",7809
"TPT1-AS1","OK","negbinomial.size",1.23033502406344e-08,6.88710094297168e-08,"TPT1-AS1",1236
"AL133476.1","OK","negbinomial.size",1.24322960264324e-08,6.95726956298504e-08,"AL133476.1",159
"TIAM1","OK","negbinomial.size",1.24470462889602e-08,6.96351083859545e-08,"TIAM1",1466
"HIST1H2AJ","OK","negbinomial.size",1.26752806250959e-08,7.08914784917602e-08,"HIST1H2AJ",94
"AL132639.2","OK","negbinomial.size",1.27314990310946e-08,7.11853341261985e-08,"AL132639.2",439
"FAM102B","OK","negbinomial.size",1.27962494841756e-08,7.15267113096124e-08,"FAM102B",5564
"PIGM","OK","negbinomial.size",1.28253411689773e-08,7.16686284664821e-08,"PIGM",1288
"AP001020.2","OK","negbinomial.size",1.28755208323668e-08,7.19282703469334e-08,"AP001020.2",27
"TRHDE-AS1","OK","negbinomial.size",1.29354060999793e-08,7.22419664966243e-08,"TRHDE-AS1",75
"VAMP4","OK","negbinomial.size",1.29852731468829e-08,7.24995478235398e-08,"VAMP4",2578
"MORF4L2-AS1","OK","negbinomial.size",1.30381405222967e-08,7.27737272462794e-08,"MORF4L2-AS1",123
"MKRN1","OK","negbinomial.size",1.30615841471468e-08,7.28625603274702e-08,"MKRN1",9602
"SNX5","OK","negbinomial.size",1.30599108885311e-08,7.28625603274702e-08,"SNX5",5587
"AL021807.1","OK","negbinomial.size",1.31307791038558e-08,7.32274535042746e-08,"AL021807.1",66
"AL353622.1","OK","negbinomial.size",1.3371518408636e-08,7.45485258744144e-08,"AL353622.1",178
"HIST1H2AI","OK","negbinomial.size",1.33789040851062e-08,7.4568225273654e-08,"HIST1H2AI",118
"C20orf197","OK","negbinomial.size",1.33867613784154e-08,7.45905411634963e-08,"C20orf197",480
"AC007383.2","OK","negbinomial.size",1.34699086920549e-08,7.50322367056424e-08,"AC007383.2",150
"AC009093.1","OK","negbinomial.size",1.34909952088468e-08,7.51280765988628e-08,"AC009093.1",114
"ATP1B1","OK","negbinomial.size",1.35697443305715e-08,7.55448780577716e-08,"ATP1B1",908
"PPP3CB-AS1","OK","negbinomial.size",1.3611822525994e-08,7.57573457836879e-08,"PPP3CB-AS1",1378
"ATG3","OK","negbinomial.size",1.38354035682227e-08,7.69795650675731e-08,"ATG3",11412
"HNRNPD","OK","negbinomial.size",1.39281597933547e-08,7.74733876781513e-08,"HNRNPD",14495
"EXOSC3","OK","negbinomial.size",1.39896985017761e-08,7.77933334957999e-08,"EXOSC3",948
"HLTF","OK","negbinomial.size",1.42553765130154e-08,7.92479388749109e-08,"HLTF",522
"PBDC1","OK","negbinomial.size",1.42759043773019e-08,7.9339271039745e-08,"PBDC1",2719
"AP000763.4","OK","negbinomial.size",1.43209123361572e-08,7.95665614497691e-08,"AP000763.4",249
"PRKCQ","OK","negbinomial.size",1.43306789422583e-08,7.95979777002278e-08,"PRKCQ",190
"SGSH","OK","negbinomial.size",1.43579904949966e-08,7.9726799200129e-08,"SGSH",2150
"NFATC1","OK","negbinomial.size",1.4587573907862e-08,8.09783963677903e-08,"NFATC1",1568
"TTC1","OK","negbinomial.size",1.4937777861179e-08,8.28986714618238e-08,"TTC1",5924
"GUCY1A1","OK","negbinomial.size",1.50417214510858e-08,8.345159132378e-08,"GUCY1A1",412
"KCNC4","OK","negbinomial.size",1.5207654562983e-08,8.4348014147754e-08,"KCNC4",305
"IDH1-AS1","OK","negbinomial.size",1.53415906074819e-08,8.50665051243276e-08,"IDH1-AS1",135
"CMBL","OK","negbinomial.size",1.53921536060458e-08,8.53079934871333e-08,"CMBL",117
"MYDGF","OK","negbinomial.size",1.53939567727725e-08,8.53079934871333e-08,"MYDGF",9014
"SNHG19","OK","negbinomial.size",1.55045507302153e-08,8.58962760402913e-08,"SNHG19",1674
"FLYWCH2","OK","negbinomial.size",1.55613742302213e-08,8.61864151571939e-08,"FLYWCH2",2424
"RBM7","OK","negbinomial.size",1.55742861253035e-08,8.62332541554633e-08,"RBM7",6544
"AC123512.1","OK","negbinomial.size",1.57546850733855e-08,8.72071601274014e-08,"AC123512.1",75
"EXOSC1","OK","negbinomial.size",1.59000120326548e-08,8.79864302218695e-08,"EXOSC1",3810
"BLOC1S2","OK","negbinomial.size",1.59834043966516e-08,8.84226232940798e-08,"BLOC1S2",7508
"ZZEF1","OK","negbinomial.size",1.61451643848484e-08,8.92919848564314e-08,"ZZEF1",4732
"INTS13","OK","negbinomial.size",1.62176955327432e-08,8.96418996080269e-08,"INTS13",696
"USF2","OK","negbinomial.size",1.62155502232454e-08,8.96418996080269e-08,"USF2",9574
"SGTB","OK","negbinomial.size",1.64070981255459e-08,9.06629170471575e-08,"SGTB",4861
"AC137932.3","OK","negbinomial.size",1.65472311491018e-08,9.14111739021585e-08,"AC137932.3",652
"AC020659.1","OK","negbinomial.size",1.68336744324988e-08,9.29670288130894e-08,"AC020659.1",406
"AC077690.1","OK","negbinomial.size",1.6903841063082e-08,9.33279097142268e-08,"AC077690.1",248
"AC002091.2","OK","negbinomial.size",1.69086661335909e-08,9.33279299537838e-08,"AC002091.2",692
"WT1-AS","OK","negbinomial.size",1.69352240480903e-08,9.34478711228289e-08,"WT1-AS",45
"ZNF440","OK","negbinomial.size",1.69411321100417e-08,9.34538313633736e-08,"ZNF440",841
"COG7","OK","negbinomial.size",1.69763168845694e-08,9.3621243856014e-08,"COG7",938
"MOK","OK","negbinomial.size",1.72854946431815e-08,9.52991511842965e-08,"MOK",168
"MRPL35","OK","negbinomial.size",1.74225962255252e-08,9.60276751530441e-08,"MRPL35",1582
"CCM2","OK","negbinomial.size",1.74600174233318e-08,9.62065349454695e-08,"CCM2",4326
"TMC8","OK","negbinomial.size",1.79028180370974e-08,9.86183405646257e-08,"TMC8",4242
"BRI3BP","OK","negbinomial.size",1.80015757547027e-08,9.91341399384863e-08,"BRI3BP",3577
"AL392172.1","OK","negbinomial.size",1.80104814290079e-08,9.91549741243761e-08,"AL392172.1",744
"STMP1","OK","negbinomial.size",1.80421187937586e-08,9.93009080155773e-08,"STMP1",13204
"APOL1","OK","negbinomial.size",1.81120941140278e-08,9.965770487926e-08,"APOL1",1872
"AC107068.1","OK","negbinomial.size",1.82324378870821e-08,1.00291361233376e-07,"AC107068.1",189
"PHB","OK","negbinomial.size",1.8373017042883e-08,1.01035934914513e-07,"PHB",4882
"PPP1R16B","OK","negbinomial.size",1.8424231508906e-08,1.01288795602924e-07,"PPP1R16B",324
"TBRG4","OK","negbinomial.size",1.86117030354623e-08,1.02290384911256e-07,"TBRG4",1287
"ECHDC2","OK","negbinomial.size",1.88123891935238e-08,1.03364012948918e-07,"ECHDC2",577
"DENND6B","OK","negbinomial.size",1.88781306835826e-08,1.03695793315014e-07,"DENND6B",3552
"MAP4K3-DT","OK","negbinomial.size",1.890952138617e-08,1.03838753325416e-07,"MAP4K3-DT",1768
"ATP9B","OK","negbinomial.size",1.89441772302101e-08,1.03999557188082e-07,"ATP9B",3866
"LSM14B","OK","negbinomial.size",1.89658352338634e-08,1.04088934681569e-07,"LSM14B",3771
"F12","OK","negbinomial.size",1.89805310613052e-08,1.04140062288459e-07,"F12",887
"PDE4A","OK","negbinomial.size",1.90378438759718e-08,1.04424920347744e-07,"PDE4A",2858
"PDXK","OK","negbinomial.size",1.91799215722235e-08,1.05174431125646e-07,"PDXK",9566
"AP003117.1","OK","negbinomial.size",1.92643426023262e-08,1.0560744258092e-07,"AP003117.1",287
"DCP1A","OK","negbinomial.size",1.93858788805251e-08,1.06243617635992e-07,"DCP1A",4811
"AC093495.1","OK","negbinomial.size",1.94752955779186e-08,1.067034521658e-07,"AC093495.1",1387
"TCF25","OK","negbinomial.size",1.97539668083661e-08,1.08199642192853e-07,"TCF25",15457
"YDJC","OK","negbinomial.size",1.97630187873585e-08,1.08218601037312e-07,"YDJC",1667
"PSMB8","OK","negbinomial.size",1.98286547596013e-08,1.08547304915611e-07,"PSMB8",11927
"NONO","OK","negbinomial.size",2.02350860311605e-08,1.10740899153286e-07,"NONO",10467
"FCER2","OK","negbinomial.size",2.09098887028266e-08,1.14401558965691e-07,"FCER2",363
"TTC9C","OK","negbinomial.size",2.10230900295602e-08,1.14988401724272e-07,"TTC9C",1109
"AARSD1","OK","negbinomial.size",2.1198766689099e-08,1.15916532994601e-07,"AARSD1",1194
"ARSA","OK","negbinomial.size",2.13392322355558e-08,1.16651657267341e-07,"ARSA",2579
"TMEM63B","OK","negbinomial.size",2.15807733527678e-08,1.17938743588234e-07,"TMEM63B",1570
"AC024940.1","OK","negbinomial.size",2.18902105840156e-08,1.19596050317468e-07,"AC024940.1",101
"SDHD","OK","negbinomial.size",2.19570648854692e-08,1.1992745626073e-07,"SDHD",7607
"COQ10B","OK","negbinomial.size",2.20751399429853e-08,1.20538359344532e-07,"COQ10B",7517
"PCYOX1L","OK","negbinomial.size",2.21004401782981e-08,1.20642476179164e-07,"PCYOX1L",1162
"CYTIP","OK","negbinomial.size",2.21438614299686e-08,1.20811365755328e-07,"CYTIP",12015
"AC093677.2","OK","negbinomial.size",2.21403991436782e-08,1.20811365755328e-07,"AC093677.2",172
"AL133313.1","OK","negbinomial.size",2.2579024029355e-08,1.2315079406487e-07,"AL133313.1",211
"PSMC2","OK","negbinomial.size",2.2589532086158e-08,1.23173400730073e-07,"PSMC2",3539
"MAST3","OK","negbinomial.size",2.26061132384424e-08,1.23229099959597e-07,"MAST3",4015
"WBP4","OK","negbinomial.size",2.27884047096835e-08,1.24187823751504e-07,"WBP4",4321
"AC025822.1","OK","negbinomial.size",2.27954487974842e-08,1.2419124750152e-07,"AC025822.1",159
"REXO4","OK","negbinomial.size",2.29645716279289e-08,1.25077437535684e-07,"REXO4",1695
"MS4A4A","OK","negbinomial.size",2.31434039444582e-08,1.26015997230064e-07,"MS4A4A",2023
"TMEM104","OK","negbinomial.size",2.33785254576516e-08,1.27260437931317e-07,"TMEM104",1228
"HLA-DRA","OK","negbinomial.size",2.34863712066584e-08,1.27811551151894e-07,"HLA-DRA",18751
"ENTPD3-AS1","OK","negbinomial.size",2.37415693278708e-08,1.29164012782348e-07,"ENTPD3-AS1",704
"SYTL3","OK","negbinomial.size",2.41928013119758e-08,1.31581920482134e-07,"SYTL3",1650
"ZNF827","OK","negbinomial.size",2.46563163348595e-08,1.34065257105021e-07,"ZNF827",227
"TGFB1","OK","negbinomial.size",2.47417098108493e-08,1.34491793543558e-07,"TGFB1",13872
"ZNF91","OK","negbinomial.size",2.48871220292546e-08,1.35244250735621e-07,"ZNF91",2154
"WASHC4","OK","negbinomial.size",2.49804740615442e-08,1.3571345394592e-07,"WASHC4",8307
"LIMA1","OK","negbinomial.size",2.50190933453875e-08,1.35885126230826e-07,"LIMA1",367
"FBRS","OK","negbinomial.size",2.51333187496979e-08,1.36467223292539e-07,"FBRS",6073
"XXYLT1","OK","negbinomial.size",2.52382853677056e-08,1.36998735239113e-07,"XXYLT1",1807
"BDH1","OK","negbinomial.size",2.52547918026987e-08,1.37049903258996e-07,"BDH1",464
"DAPK1","OK","negbinomial.size",2.5346740855026e-08,1.3751033148283e-07,"DAPK1",4862
"KRBA2","OK","negbinomial.size",2.54109665208784e-08,1.37820139799564e-07,"KRBA2",295
"BORCS5","OK","negbinomial.size",2.56130728555442e-08,1.38877381306658e-07,"BORCS5",2769
"XRN1","OK","negbinomial.size",2.59777805980481e-08,1.40815429581746e-07,"XRN1",6041
"AVEN","OK","negbinomial.size",2.61790808916456e-08,1.41866872569872e-07,"AVEN",820
"TRIP6","OK","negbinomial.size",2.62148524578272e-08,1.42020962503823e-07,"TRIP6",512
"RALGDS","OK","negbinomial.size",2.63953996185711e-08,1.42959079579373e-07,"RALGDS",6632
"PPP2R3A","OK","negbinomial.size",2.65993998853339e-08,1.44023659742772e-07,"PPP2R3A",179
"ATG16L2","OK","negbinomial.size",2.66073399562083e-08,1.44026364522462e-07,"ATG16L2",10149
"VDAC1","OK","negbinomial.size",2.66838357956943e-08,1.44400058567865e-07,"VDAC1",9493
"TNIP2","OK","negbinomial.size",2.7007786968119e-08,1.46112278463354e-07,"TNIP2",3776
"AC141424.1","OK","negbinomial.size",2.72473938545717e-08,1.47367365980146e-07,"AC141424.1",72
"PPP1R12C","OK","negbinomial.size",2.73211788019804e-08,1.47725155885456e-07,"PPP1R12C",3911
"GMNN","OK","negbinomial.size",2.73528229034029e-08,1.47854954744811e-07,"GMNN",1049
"GLI4","OK","negbinomial.size",2.75866387453248e-08,1.49077209992533e-07,"GLI4",1535
"ZNRF1","OK","negbinomial.size",2.76223146364046e-08,1.49228340613141e-07,"ZNRF1",1822
"AC073210.3","OK","negbinomial.size",2.78989381013381e-08,1.50680732373773e-07,"AC073210.3",36
"CLEC4G","OK","negbinomial.size",2.79868901946587e-08,1.51113593723294e-07,"CLEC4G",320
"MRPS28","OK","negbinomial.size",2.80580924670393e-08,1.51455799186971e-07,"MRPS28",2053
"AL589863.1","OK","negbinomial.size",2.81761456069865e-08,1.52050641347766e-07,"AL589863.1",1003
"BNIP2","OK","negbinomial.size",2.83627379670977e-08,1.53014916061625e-07,"BNIP2",14458
"GART","OK","negbinomial.size",2.8475121412423e-08,1.5357841325725e-07,"GART",2027
"PLEKHO1","OK","negbinomial.size",2.89799008504876e-08,1.56213851507349e-07,"PLEKHO1",12075
"TUFM","OK","negbinomial.size",2.89795238726415e-08,1.56213851507349e-07,"TUFM",8734
"ERI1","OK","negbinomial.size",2.90537442505002e-08,1.56568298289792e-07,"ERI1",1023
"MTG2","OK","negbinomial.size",2.91707987894132e-08,1.57155344326933e-07,"MTG2",1394
"GTF2H5","OK","negbinomial.size",2.92942119858986e-08,1.57776310910139e-07,"GTF2H5",5409
