"","status","family","pval","qval","gene_short_name","num_cells_expressed"
"PSEN1","OK","negbinomial.size",2.93581364791473e-14,2.555092248393e-13,"PSEN1",7622
"UBE2A","OK","negbinomial.size",2.93828348655412e-14,2.555092248393e-13,"UBE2A",7660
"AC072061.1","OK","negbinomial.size",2.94378556528552e-14,2.55872730970955e-13,"AC072061.1",470
"CLCN6","OK","negbinomial.size",2.94647589203688e-14,2.55991624067136e-13,"CLCN6",2087
"MRPL34","OK","negbinomial.size",2.98596137747224e-14,2.59305762152221e-13,"MRPL34",6268
"UBE2C","OK","negbinomial.size",3.05556048835621e-14,2.65230871628301e-13,"UBE2C",153
"MNAT1","OK","negbinomial.size",3.06541308339306e-14,2.65966835747376e-13,"MNAT1",1448
"DNAAF1","OK","negbinomial.size",3.07014022293187e-14,2.66257635731596e-13,"DNAAF1",2566
"BCL10","OK","negbinomial.size",3.16656328478037e-14,2.74496934632752e-13,"BCL10",8399
"WRN","OK","negbinomial.size",3.30849247864538e-14,2.86671839342608e-13,"WRN",1119
"BMP8B","OK","negbinomial.size",3.51363233586001e-14,3.04310430090569e-13,"BMP8B",360
"CEP70","OK","negbinomial.size",3.56951212963013e-14,3.0901183494298e-13,"CEP70",186
"TMPO-AS1","OK","negbinomial.size",3.59081779052293e-14,3.10717299826341e-13,"TMPO-AS1",951
"SUPT3H","OK","negbinomial.size",3.61027459921189e-14,3.12261328940771e-13,"SUPT3H",586
"RIPK2","OK","negbinomial.size",3.73550110886118e-14,3.22948168665592e-13,"RIPK2",12229
"PPIH","OK","negbinomial.size",3.79924435907964e-14,3.2831237972636e-13,"PPIH",2363
"PARP12","OK","negbinomial.size",3.85936648862279e-14,3.33359023294383e-13,"PARP12",2775
"RRAGA","OK","negbinomial.size",4.0388669393113e-14,3.48708061303518e-13,"RRAGA",3284
"CXCR2","OK","negbinomial.size",4.04680007660288e-14,3.49237222839063e-13,"CXCR2",526
"LETM2","OK","negbinomial.size",4.28056485360224e-14,3.69246407625573e-13,"LETM2",1016
"SERINC1","OK","negbinomial.size",4.38862760744328e-14,3.78399396869842e-13,"SERINC1",10782
"IRAK2","OK","negbinomial.size",4.39117316047993e-14,3.78450306622485e-13,"IRAK2",1233
"PAK2","OK","negbinomial.size",5.18517612853806e-14,4.46682039697869e-13,"PAK2",14826
"UHRF1BP1L","OK","negbinomial.size",5.20060996055467e-14,4.47812308747583e-13,"UHRF1BP1L",6076
"AC090559.2","OK","negbinomial.size",5.25190117748454e-14,4.52027794986964e-13,"AC090559.2",1726
"TCTN3","OK","negbinomial.size",5.35637594570311e-14,4.60814974137667e-13,"TCTN3",855
"NT5DC2","OK","negbinomial.size",5.3938237841862e-14,4.63830506399344e-13,"NT5DC2",460
"GABPB1-AS1","OK","negbinomial.size",5.62149172696728e-14,4.83193673885017e-13,"GABPB1-AS1",6195
"CAPG","OK","negbinomial.size",5.70394036025436e-14,4.90062909691272e-13,"CAPG",13946
"TUBA4A","OK","negbinomial.size",5.7914061680894e-14,4.97349078520581e-13,"TUBA4A",6064
"NCEH1","OK","negbinomial.size",5.79388423859022e-14,4.97349078520581e-13,"NCEH1",2567
"INSIG1","OK","negbinomial.size",5.88820919870947e-14,5.05221921362674e-13,"INSIG1",7743
"GEMIN7","OK","negbinomial.size",6.01607720384647e-14,5.15964583229314e-13,"GEMIN7",2100
"SPSB3","OK","negbinomial.size",6.09735479702197e-14,5.22703705960825e-13,"SPSB3",4334
"LCK","OK","negbinomial.size",6.2007050060576e-14,5.31112090632196e-13,"LCK",346
"AC145285.6","OK","negbinomial.size",6.20092640816637e-14,5.31112090632196e-13,"AC145285.6",385
"FAM20C","OK","negbinomial.size",6.35488250742787e-14,5.44057765131717e-13,"FAM20C",2979
"ZNF830","OK","negbinomial.size",6.36963293853506e-14,5.45079508360845e-13,"ZNF830",1756
"GTSF1","OK","negbinomial.size",6.59804539442762e-14,5.64376335395208e-13,"GTSF1",3089
"CDKN2C","OK","negbinomial.size",6.67353815718594e-14,5.70581617087669e-13,"CDKN2C",978
"VEGFB","OK","negbinomial.size",6.70059871514774e-14,5.72642336993884e-13,"VEGFB",1202
"MAN1A2","OK","negbinomial.size",6.80145415825033e-14,5.81005066819292e-13,"MAN1A2",7124
"EIF2AK3","OK","negbinomial.size",6.84665000273979e-14,5.84607869885461e-13,"EIF2AK3",2057
"COQ5","OK","negbinomial.size",6.86387189148659e-14,5.85819965623924e-13,"COQ5",1364
"FAM89A","OK","negbinomial.size",6.88846173972235e-14,5.87659558818006e-13,"FAM89A",821
"KIF9","OK","negbinomial.size",7.15320578321494e-14,6.0997623059776e-13,"KIF9",810
"ZFP36","OK","negbinomial.size",7.30902703110076e-14,6.229891512154e-13,"ZFP36",19589
"PHF7","OK","negbinomial.size",7.33741691391236e-14,6.25133711279056e-13,"PHF7",527
"CCDC151","OK","negbinomial.size",7.44937741228164e-14,6.34393306509176e-13,"CCDC151",1187
"COX14","OK","negbinomial.size",7.47039539507188e-14,6.35903446184724e-13,"COX14",8639
"TFRC","OK","negbinomial.size",7.49523401972964e-14,6.37737340307282e-13,"TFRC",7722
"HSPBAP1","OK","negbinomial.size",7.52663673732148e-14,6.40127888068242e-13,"HSPBAP1",3829
"PLAA","OK","negbinomial.size",7.54072353307652e-14,6.41044292620826e-13,"PLAA",3099
"ZNFX1","OK","negbinomial.size",7.54664659509502e-14,6.41266190260116e-13,"ZNFX1",5127
"ANKRD36B","OK","negbinomial.size",7.7293751322116e-14,6.565051094086e-13,"ANKRD36B",864
"MAPK12","OK","negbinomial.size",7.73378302585528e-14,6.56591394874915e-13,"MAPK12",195
"AC009404.1","OK","negbinomial.size",7.83137232915084e-14,6.64585156402336e-13,"AC009404.1",494
"TMEM44","OK","negbinomial.size",7.88077104692131e-14,6.68484159313128e-13,"TMEM44",125
"LSM6","OK","negbinomial.size",7.97729775207291e-14,6.76345755450408e-13,"LSM6",9255
"EMP1","OK","negbinomial.size",7.98043966238948e-14,6.76345755450408e-13,"EMP1",2590
"LRCH4","OK","negbinomial.size",8.02136049586183e-14,6.79516302487516e-13,"LRCH4",6397
"FGR","OK","negbinomial.size",8.2978276312542e-14,7.0262926272173e-13,"FGR",14895
"GABARAPL2","OK","negbinomial.size",8.39489688832377e-14,7.10537905847325e-13,"GABARAPL2",10876
"PHLDA3","OK","negbinomial.size",8.70723876852481e-14,7.36652188996218e-13,"PHLDA3",63
"RAC1","OK","negbinomial.size",8.93260282925138e-14,7.55388348474526e-13,"RAC1",17376
"AC007032.1","OK","negbinomial.size",8.93776278758261e-14,7.55494647507584e-13,"AC007032.1",4912
"PLEKHB2","OK","negbinomial.size",9.15558267333376e-14,7.73568807541342e-13,"PLEKHB2",9180
"RIOK3","OK","negbinomial.size",9.28725998927257e-14,7.84352057645502e-13,"RIOK3",13457
"EVI2B","OK","negbinomial.size",9.48550252790239e-14,8.00745191594446e-13,"EVI2B",17660
"SIGLEC12","OK","negbinomial.size",9.88313000335791e-14,8.33948332497816e-13,"SIGLEC12",274
"NOS1AP","OK","negbinomial.size",1.00519152404404e-13,8.47821016597843e-13,"NOS1AP",398
"LAMB3","OK","negbinomial.size",1.02139718870026e-13,8.61114345891594e-13,"LAMB3",1083
"HES4","OK","negbinomial.size",1.07292098687294e-13,9.04158970087046e-13,"HES4",2462
"PRNP","OK","negbinomial.size",1.12278082571197e-13,9.45764510152594e-13,"PRNP",10933
"MEX3C","OK","negbinomial.size",1.12895626717657e-13,9.50552695247362e-13,"MEX3C",4305
"PROM1","OK","negbinomial.size",1.13612878794047e-13,9.56175867311467e-13,"PROM1",239
"RPS5","OK","negbinomial.size",1.14683699790035e-13,9.64768525352327e-13,"RPS5",17426
"SCT","OK","negbinomial.size",1.18362642463283e-13,9.95284826308323e-13,"SCT",63
"KCNE5","OK","negbinomial.size",1.23381068993572e-13,1.03703315349916e-12,"KCNE5",76
"HMGA1P4","OK","negbinomial.size",1.2534170733765e-13,1.05305530769743e-12,"HMGA1P4",505
"TUBB6","OK","negbinomial.size",1.27146832793228e-13,1.06775758888439e-12,"TUBB6",3586
"TSPAN2","OK","negbinomial.size",1.29956399664723e-13,1.09087858990028e-12,"TSPAN2",1875
"SLC2A4RG","OK","negbinomial.size",1.30467081849257e-13,1.09469063864589e-12,"SLC2A4RG",2749
"HAVCR2","OK","negbinomial.size",1.32551607018991e-13,1.11169907151932e-12,"HAVCR2",6797
"USP40","OK","negbinomial.size",1.34150234230956e-13,1.12461935210421e-12,"USP40",924
"TMED9","OK","negbinomial.size",1.37512031769085e-13,1.15230320301047e-12,"TMED9",7356
"JDP2","OK","negbinomial.size",1.37720942608717e-13,1.1535544292847e-12,"JDP2",9823
"HBG2","OK","negbinomial.size",1.39760066908501e-13,1.17012786122312e-12,"HBG2",967
"AKR1A1","OK","negbinomial.size",1.41106807164735e-13,1.18089254919489e-12,"AKR1A1",7807
"CCND3","OK","negbinomial.size",1.43685474848189e-13,1.20195321375817e-12,"CCND3",10086
"SCLT1","OK","negbinomial.size",1.44874179286432e-13,1.21137342913497e-12,"SCLT1",6536
"PYCARD-AS1","OK","negbinomial.size",1.45660393142664e-13,1.21742151557105e-12,"PYCARD-AS1",690
"AGPAT4","OK","negbinomial.size",1.46219770393078e-13,1.22156931182512e-12,"AGPAT4",2089
"ZNF506","OK","negbinomial.size",1.4640023713503e-13,1.22254934867246e-12,"ZNF506",1394
"NRIP1","OK","negbinomial.size",1.46985892453198e-13,1.22691070298256e-12,"NRIP1",7371
"MAF1","OK","negbinomial.size",1.47554084965943e-13,1.23112259598524e-12,"MAF1",6816
"KCNQ5","OK","negbinomial.size",1.47997567760201e-13,1.23429078808023e-12,"KCNQ5",110
"AC005332.6","OK","negbinomial.size",1.48237853435329e-13,1.23576232943483e-12,"AC005332.6",1785
"PFKP","OK","negbinomial.size",1.52616032593138e-13,1.27171267451802e-12,"PFKP",1934
"PRKCD","OK","negbinomial.size",1.54107274611626e-13,1.283586279973e-12,"PRKCD",6451
"TOR1B","OK","negbinomial.size",1.55149356068499e-13,1.29171014426578e-12,"TOR1B",1876
"DUSP5","OK","negbinomial.size",1.55581899790117e-13,1.29475444292231e-12,"DUSP5",3706
"LRATD1","OK","negbinomial.size",1.61231274969984e-13,1.34119200240395e-12,"LRATD1",11
"HIST1H2BE","OK","negbinomial.size",1.61539747827317e-13,1.34318079840781e-12,"HIST1H2BE",765
"RAD23B","OK","negbinomial.size",1.64746756791756e-13,1.36925846767627e-12,"RAD23B",8730
"MCM4","OK","negbinomial.size",1.67322773567047e-13,1.39007164289156e-12,"MCM4",624
"BISPR","OK","negbinomial.size",1.67568643629528e-13,1.39151704621912e-12,"BISPR",2176
"CDCA7","OK","negbinomial.size",1.69123251848684e-13,1.40382452231345e-12,"CDCA7",294
"TGFBR3","OK","negbinomial.size",1.82985204868997e-13,1.51823600970817e-12,"TGFBR3",313
"TRA2A","OK","negbinomial.size",1.89309723367422e-13,1.57003783857035e-12,"TRA2A",11093
"SETDB2","OK","negbinomial.size",1.8962676292595e-13,1.57199368306536e-12,"SETDB2",3421
"FGFBP2","OK","negbinomial.size",1.93140235831684e-13,1.60043473672685e-12,"FGFBP2",258
"LINC00513","OK","negbinomial.size",1.93595695211625e-13,1.60352241001772e-12,"LINC00513",2187
"AOAH","OK","negbinomial.size",1.93947306527127e-13,1.6057476528852e-12,"AOAH",10922
"LAMTOR5","OK","negbinomial.size",1.97375251142336e-13,1.63342998561873e-12,"LAMTOR5",12307
"SNRPC","OK","negbinomial.size",2.02154388797498e-13,1.67226602733041e-12,"SNRPC",7404
"LRG1","OK","negbinomial.size",2.04070591100809e-13,1.68739616913215e-12,"LRG1",2214
"HSPD1","OK","negbinomial.size",2.1193195817551e-13,1.75165111631227e-12,"HSPD1",7447
"GNA15","OK","negbinomial.size",2.13803734349042e-13,1.76636742884951e-12,"GNA15",5029
"AC098487.1","OK","negbinomial.size",2.20843835607797e-13,1.82375176017923e-12,"AC098487.1",141
"STK25","OK","negbinomial.size",2.2187541367992e-13,1.83148928895616e-12,"STK25",3130
"GZF1","OK","negbinomial.size",2.31510401839381e-13,1.91020752276423e-12,"GZF1",3682
"CELF2-AS1","OK","negbinomial.size",2.34450383411213e-13,1.9336412746872e-12,"CELF2-AS1",216
"CARD8","OK","negbinomial.size",2.37021979787325e-13,1.95401808464363e-12,"CARD8",7556
"MEX3B","OK","negbinomial.size",2.38532645954598e-13,1.96563492028231e-12,"MEX3B",353
"SESN1","OK","negbinomial.size",2.38898090365762e-13,1.96780865328088e-12,"SESN1",3246
"CDK4","OK","negbinomial.size",2.46268283491891e-13,2.02765425927373e-12,"CDK4",1795
"GK3P","OK","negbinomial.size",2.56233006114561e-13,2.10880199802702e-12,"GK3P",103
"ERN1","OK","negbinomial.size",2.59714320006046e-13,2.13654487562985e-12,"ERN1",4227
"PTPN14","OK","negbinomial.size",2.62305514333422e-13,2.15694470728634e-12,"PTPN14",153
"EPB41","OK","negbinomial.size",2.76020072648212e-13,2.2687560705951e-12,"EPB41",6376
"SLC31A2","OK","negbinomial.size",2.76185377341421e-13,2.26915125178179e-12,"SLC31A2",10886
"EIF5B","OK","negbinomial.size",2.78488916726438e-13,2.2871064747873e-12,"EIF5B",6039
"RIPOR2","OK","negbinomial.size",2.81196353468401e-13,2.30836209248848e-12,"RIPOR2",13044
"CCL28","OK","negbinomial.size",2.8639250116246e-13,2.34902527330582e-12,"CCL28",310
"LINC02573","OK","negbinomial.size",2.8632035226341e-13,2.34902527330582e-12,"LINC02573",253
"EPDR1","OK","negbinomial.size",2.86643613204987e-13,2.35008912359548e-12,"EPDR1",101
"CRIP2","OK","negbinomial.size",2.93951659961255e-13,2.4089848780144e-12,"CRIP2",381
"SNAP23","OK","negbinomial.size",3.02315364606986e-13,2.47647842263962e-12,"SNAP23",8575
"RPL23A","OK","negbinomial.size",3.0851873943467e-13,2.52622556651308e-12,"RPL23A",18571
"MYD88","OK","negbinomial.size",3.11142610350811e-13,2.54663319600873e-12,"MYD88",9817
"LAT","OK","negbinomial.size",3.15093721078871e-13,2.57788214662879e-12,"LAT",1282
"GCHFR","OK","negbinomial.size",3.15484420614125e-13,2.57998814103406e-12,"GCHFR",3967
"ASAP1-IT2","OK","negbinomial.size",3.23646067700574e-13,2.64561525864865e-12,"ASAP1-IT2",1675
"MAP2K3","OK","negbinomial.size",3.28778694620649e-13,2.68643697415446e-12,"MAP2K3",12351
"SLC38A6","OK","negbinomial.size",3.35147419108915e-13,2.73732008088239e-12,"SLC38A6",2506
"AC025171.1","OK","negbinomial.size",3.38188088332278e-13,2.76098980423783e-12,"AC025171.1",681
"PLCXD1","OK","negbinomial.size",3.45817211016394e-13,2.82208421317215e-12,"PLCXD1",2372
"STAG2","OK","negbinomial.size",3.47114793678649e-13,2.83147958754219e-12,"STAG2",9504
"MAP2K6","OK","negbinomial.size",3.47520661714557e-13,2.83359622948976e-12,"MAP2K6",2904
"TREML1","OK","negbinomial.size",3.57081520328495e-13,2.90995886855708e-12,"TREML1",220
"CARS2","OK","negbinomial.size",3.57186664859824e-13,2.90995886855708e-12,"CARS2",6740
"CCSER1","OK","negbinomial.size",3.68287076686302e-13,2.99913039268689e-12,"CCSER1",169
"PER1","OK","negbinomial.size",3.72307563649175e-13,3.0305960931695e-12,"PER1",11644
"RSBN1L","OK","negbinomial.size",3.84750585320116e-13,3.13056623793253e-12,"RSBN1L",4357
"GPBP1","OK","negbinomial.size",3.89369993704597e-13,3.16682141518483e-12,"GPBP1",10673
"MLF2","OK","negbinomial.size",4.1482198987707e-13,3.37241044017238e-12,"MLF2",7560
"DEPTOR","OK","negbinomial.size",4.23190882873576e-13,3.43900332484627e-12,"DEPTOR",252
"CMC1","OK","negbinomial.size",4.31923529923191e-13,3.50849507709744e-12,"CMC1",3815
"PIK3IP1","OK","negbinomial.size",4.32302643976782e-13,3.51010162728966e-12,"PIK3IP1",3792
"RAPH1","OK","negbinomial.size",4.41389964988438e-13,3.58238387936319e-12,"RAPH1",882
"AC004832.6","OK","negbinomial.size",4.53010215719619e-13,3.67515454555099e-12,"AC004832.6",159
"FCMR","OK","negbinomial.size",4.58680558897148e-13,3.71959764498203e-12,"FCMR",175
"CLN8","OK","negbinomial.size",4.60339634676704e-13,3.73148840386808e-12,"CLN8",4024
"AC018557.1","OK","negbinomial.size",4.75334152409916e-13,3.85142033830002e-12,"AC018557.1",314
"AC009506.1","OK","negbinomial.size",4.85269404504642e-13,3.93027609330391e-12,"AC009506.1",1528
"GZMH","OK","negbinomial.size",4.8579109497018e-13,3.93285580315256e-12,"GZMH",372
"KIDINS220","OK","negbinomial.size",4.8779765339028e-13,3.94744948857678e-12,"KIDINS220",7513
"PFDN1","OK","negbinomial.size",5.04294348937377e-13,4.07924183551225e-12,"PFDN1",7739
"TACC3","OK","negbinomial.size",5.06415285847434e-13,4.09468700423926e-12,"TACC3",4642
"FKBP15","OK","negbinomial.size",5.13431780741698e-13,4.14968642163551e-12,"FKBP15",7160
"IKBIP","OK","negbinomial.size",5.17981378011931e-13,4.18471015616734e-12,"IKBIP",4401
"TBCC","OK","negbinomial.size",5.23740071571789e-13,4.22946873817903e-12,"TBCC",2010
"WDFY1","OK","negbinomial.size",5.27961064295295e-13,4.26177744852545e-12,"WDFY1",6988
"ENTPD4","OK","negbinomial.size",5.34310949826273e-13,4.31123678857323e-12,"ENTPD4",5250
"MYL6B","OK","negbinomial.size",5.36295089755524e-13,4.3254433551657e-12,"MYL6B",1471
"GABBR1","OK","negbinomial.size",5.43845196467415e-13,4.3845112319949e-12,"GABBR1",3690
"EMID1","OK","negbinomial.size",5.46738388821901e-13,4.40600124580581e-12,"EMID1",229
"MRPL9","OK","negbinomial.size",5.51018781240146e-13,4.43864775217041e-12,"MRPL9",2707
"RHOA","OK","negbinomial.size",5.57770623262623e-13,4.4911672023688e-12,"RHOA",17370
"BSDC1","OK","negbinomial.size",5.75518057822654e-13,4.63021739205034e-12,"BSDC1",3592
"SRD5A1","OK","negbinomial.size",5.75382065460578e-13,4.63021739205034e-12,"SRD5A1",1979
"COX16","OK","negbinomial.size",5.82560832097971e-13,4.6849314611219e-12,"COX16",7912
"FAR1","OK","negbinomial.size",6.25823700275437e-13,5.03075970358457e-12,"FAR1",8377
"TM4SF19","OK","negbinomial.size",6.27075556228992e-13,5.03873040345563e-12,"TM4SF19",212
"ZNRF2","OK","negbinomial.size",6.2816584554568e-13,5.04539679345549e-12,"ZNRF2",3848
"SLC2A1","OK","negbinomial.size",6.30832015883013e-13,5.06470980151285e-12,"SLC2A1",570
"TSTD1","OK","negbinomial.size",6.38142503101427e-13,5.12127878629118e-12,"TSTD1",1978
"AC008875.3","OK","negbinomial.size",6.40063649552164e-13,5.13456778465862e-12,"AC008875.3",4787
"EMC3","OK","negbinomial.size",6.4126494280378e-13,5.14207352852227e-12,"EMC3",8852
"CREG1","OK","negbinomial.size",6.54987938039043e-13,5.24993851619949e-12,"CREG1",11846
"LEPROTL1","OK","negbinomial.size",6.61056752914999e-13,5.29638889328461e-12,"LEPROTL1",7340
"GCNT2","OK","negbinomial.size",6.80617075751693e-13,5.45085011804945e-12,"GCNT2",1881
"LTB","OK","negbinomial.size",7.06282748061896e-13,5.65405920357077e-12,"LTB",3238
"SH2D3C","OK","negbinomial.size",7.09024790508124e-13,5.67366385691019e-12,"SH2D3C",2376
"ADM","OK","negbinomial.size",7.26386172376378e-13,5.81018890028494e-12,"ADM",4070
"SUSD6","OK","negbinomial.size",7.28184982698675e-13,5.8221712970253e-12,"SUSD6",6235
"MIB1","OK","negbinomial.size",7.37296116596998e-13,5.89258502434686e-12,"MIB1",4107
"HIST4H4","OK","negbinomial.size",7.4536427653863e-13,5.95460846098153e-12,"HIST4H4",333
"RNF166","OK","negbinomial.size",7.65462053680355e-13,6.11264396579647e-12,"RNF166",10704
"DDB2","OK","negbinomial.size",7.76287690698135e-13,6.19653642426548e-12,"DDB2",1419
"TRMT5","OK","negbinomial.size",7.81660881712204e-13,6.23685477629973e-12,"TRMT5",889
"CLK1","OK","negbinomial.size",7.83877399441997e-13,6.25196325545889e-12,"CLK1",13003
"AIMP1","OK","negbinomial.size",7.89762410925312e-13,6.29630600835307e-12,"AIMP1",10987
"ETFB","OK","negbinomial.size",8.08160644696235e-13,6.4403316588658e-12,"ETFB",8672
"AC096564.1","OK","negbinomial.size",8.26771150398865e-13,6.58592969476166e-12,"AC096564.1",399
"LINC00899","OK","negbinomial.size",8.31357276012725e-13,6.61973788226175e-12,"LINC00899",426
"TCTEX1D1","OK","negbinomial.size",8.35939860610353e-13,6.65349008299120e-12,"TCTEX1D1",488
"AC087286.2","OK","negbinomial.size",8.62122582078599e-13,6.85906568898292e-12,"AC087286.2",247
"AC064807.1","OK","negbinomial.size",8.66433116258068e-13,6.89052827913205e-12,"AC064807.1",368
"RPS20","OK","negbinomial.size",8.67717954398047e-13,6.89791229703614e-12,"RPS20",19019
"NCBP2","OK","negbinomial.size",8.69164188655257e-13,6.90657274211815e-12,"NCBP2",4485
"MRPL4","OK","negbinomial.size",8.72581604085639e-13,6.93088309818864e-12,"MRPL4",3456
"ARFGEF2","OK","negbinomial.size",8.82164034790581e-13,7.00412191199396e-12,"ARFGEF2",3995
"AL590822.2","OK","negbinomial.size",9.10299198074037e-13,7.22454349205376e-12,"AL590822.2",332
"NRIR","OK","negbinomial.size",9.35789417025207e-13,7.42380153498235e-12,"NRIR",185
"NCOA2","OK","negbinomial.size",9.47699261439442e-13,7.51520467172605e-12,"NCOA2",5877
"MIA3","OK","negbinomial.size",9.51114792296922e-13,7.53611503663181e-12,"MIA3",5068
"HS6ST1","OK","negbinomial.size",9.50728806184714e-13,7.53611503663181e-12,"HS6ST1",1295
"CENPK","OK","negbinomial.size",9.72381182464871e-13,7.70146585473507e-12,"CENPK",504
"COA3","OK","negbinomial.size",9.81642265203923e-13,7.77163571679032e-12,"COA3",3956
"PTEN","OK","negbinomial.size",9.92052420442616e-13,7.85084166087806e-12,"PTEN",12653
"RNF144A","OK","negbinomial.size",9.95829018741879e-13,7.87750809799205e-12,"RNF144A",357
"RNF13","OK","negbinomial.size",9.99448129874288e-13,7.9029074550558e-12,"RNF13",8702
"ATXN2L","OK","negbinomial.size",1.03355593690073e-12,8.16927001657308e-12,"ATXN2L",6736
"CPT1A","OK","negbinomial.size",1.04101936459022e-12,8.22490279198894e-12,"CPT1A",5542
"ASH1L-AS1","OK","negbinomial.size",1.0541206431565e-12,8.32501562202385e-12,"ASH1L-AS1",870
"DNAJC15","OK","negbinomial.size",1.09826734740777e-12,8.67013093139158e-12,"DNAJC15",9364
"VDAC3","OK","negbinomial.size",1.10098804150582e-12,8.68806584566984e-12,"VDAC3",5639
"NDUFB8","OK","negbinomial.size",1.11219493991863e-12,8.77292479706803e-12,"NDUFB8",11659
"NAP1L4","OK","negbinomial.size",1.1272286346331e-12,8.88788785360204e-12,"NAP1L4",4788
"FASTKD1","OK","negbinomial.size",1.13660364583055e-12,8.95815829492748e-12,"FASTKD1",916
"AC023424.3","OK","negbinomial.size",1.18422497119098e-12,9.32968773599663e-12,"AC023424.3",355
"SVIP","OK","negbinomial.size",1.21585816583866e-12,9.57500671934047e-12,"SVIP",1332
"WDR45B","OK","negbinomial.size",1.2194718109262e-12,9.59955910699405e-12,"WDR45B",8238
"PLA2R1","OK","negbinomial.size",1.22564784807646e-12,9.64425422569761e-12,"PLA2R1",116
"CREBZF","OK","negbinomial.size",1.22901870422085e-12,9.6668488653405e-12,"CREBZF",2708
"AC092718.6","OK","negbinomial.size",1.23288348585209e-12,9.69330854412626e-12,"AC092718.6",113
"TMEM42","OK","negbinomial.size",1.24266958739526e-12,9.76628307073084e-12,"TMEM42",1316
"SCOC-AS1","OK","negbinomial.size",1.29360765983573e-12,1.01624851750975e-11,"SCOC-AS1",307
"EIF4A3","OK","negbinomial.size",1.29909255064288e-12,1.02014338753729e-11,"EIF4A3",7166
"FBXO38","OK","negbinomial.size",1.31845922301323e-12,1.03493167801569e-11,"FBXO38",1552
"AP4S1","OK","negbinomial.size",1.32358014015738e-12,1.03853022995648e-11,"AP4S1",1350
"CDK2AP1","OK","negbinomial.size",1.43466584574285e-12,1.12523609303259e-11,"CDK2AP1",5724
"LINC00641","OK","negbinomial.size",1.44769156453727e-12,1.13499253198655e-11,"LINC00641",1343
"XPNPEP1","OK","negbinomial.size",1.52203611523097e-12,1.19231295356236e-11,"XPNPEP1",2932
"FBXL19","OK","negbinomial.size",1.52181755597829e-12,1.19231295356236e-11,"FBXL19",934
"ZNF660","OK","negbinomial.size",1.52907148327551e-12,1.19733967240146e-11,"ZNF660",206
"ZNF273","OK","negbinomial.size",1.53389879590119e-12,1.2006340069656e-11,"ZNF273",431
"PRMT2","OK","negbinomial.size",1.53779727382676e-12,1.20319894217723e-11,"PRMT2",7218
"PTBP1","OK","negbinomial.size",1.57016932808586e-12,1.22803101752557e-11,"PTBP1",9363
"FDFT1","OK","negbinomial.size",1.57820584743496e-12,1.23381787515341e-11,"FDFT1",5332
"APMAP","OK","negbinomial.size",1.60322755564704e-12,1.25287346768913e-11,"APMAP",3275
"CEP350","OK","negbinomial.size",1.60459201939296e-12,1.25343372556051e-11,"CEP350",8439
"AC025159.1","OK","negbinomial.size",1.62965899564662e-12,1.27213302705582e-11,"AC025159.1",3023
"SRSF1","OK","negbinomial.size",1.62984445270363e-12,1.27213302705582e-11,"SRSF1",5797
"CFL1","OK","negbinomial.size",1.63117128292334e-12,1.27265548260972e-11,"CFL1",18967
"USP34","OK","negbinomial.size",1.65547462336208e-12,1.29109678825221e-11,"USP34",7828
"LINC00964","OK","negbinomial.size",1.69862222132142e-12,1.32421386782597e-11,"LINC00964",1185
"MRTFA","OK","negbinomial.size",1.74540421511998e-12,1.36013644895642e-11,"MRTFA",3517
"AL139042.1","OK","negbinomial.size",1.76683065839968e-12,1.37627931809427e-11,"AL139042.1",81
"LSM8","OK","negbinomial.size",1.78540904702228e-12,1.39019158983146e-11,"LSM8",10813
"MCL1","OK","negbinomial.size",1.79531203477672e-12,1.39734037222248e-11,"MCL1",19699
"VPS29","OK","negbinomial.size",1.83039048095336e-12,1.42407027893144e-11,"VPS29",10882
"ABHD17B","OK","negbinomial.size",1.84463034152636e-12,1.43342069534025e-11,"ABHD17B",1346
"MLH3","OK","negbinomial.size",1.84435952236715e-12,1.43342069534025e-11,"MLH3",1927
"RAB12","OK","negbinomial.size",1.84406801544788e-12,1.43342069534025e-11,"RAB12",2039
"TNFSF10","OK","negbinomial.size",1.84901131600009e-12,1.43624847687856e-11,"TNFSF10",8396
"MKI67","OK","negbinomial.size",1.89753044141002e-12,1.4733452368381e-11,"MKI67",343
"ATMIN","OK","negbinomial.size",1.91433607535259e-12,1.4857980517482e-11,"ATMIN",3655
"FGFR1OP","OK","negbinomial.size",1.94514187116048e-12,1.50910265330875e-11,"FGFR1OP",934
"AGO4","OK","negbinomial.size",2.01931784301633e-12,1.5660230563809e-11,"AGO4",6923
"AL627171.1","OK","negbinomial.size",2.09779404046185e-12,1.62623144738567e-11,"AL627171.1",2800
"CBFA2T3","OK","negbinomial.size",2.1125925347412e-12,1.63704778602824e-11,"CBFA2T3",2252
"PBXIP1","OK","negbinomial.size",2.11739573046527e-12,1.64011321146924e-11,"PBXIP1",2328
"PHC2","OK","negbinomial.size",2.12434644239575e-12,1.64483896341818e-11,"PHC2",6660
"FCRLB","OK","negbinomial.size",2.16223183037943e-12,1.67350346024209e-11,"FCRLB",132
"FYB1","OK","negbinomial.size",2.1711957387268e-12,1.67976962088468e-11,"FYB1",17151
"S100A6","OK","negbinomial.size",2.1904402277489e-12,1.69398128200302e-11,"S100A6",19395
"MED7","OK","negbinomial.size",2.21344309293218e-12,1.7110869788294e-11,"MED7",1674
